web_name,first_name,second_name,team,position,total_points,points_per_game,price,price_level,goals_scored,assists,ict_index,selected_by_percent,minutes,bonus,clean_sheets,clean_sheets_per_90,creativity,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,goals_conceded,goals_conceded_per_90,influence,own_goals,penalties_missed,penalties_order,penalties_saved,red_cards,saves,saves_per_90,selected_rank,starts,starts_per_90,threat,value_form,value_season,yellow_cards,goal_involvements
Gomez,Joseph,Gomez,LIV,Defender,68.0,3.2,4.3,Budget,0.0,0.0,36.9,0.8,1461.0,8.0,8.0,0.49,43.7,0.67,0.04,0.87,0.05,0.2,25.28,1.56,0.01,16.0,0.99,297.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,15.0,0.92,27.0,0.0,15.8,3.0,0.0
Keita,Naby,Keita,LIV,Midfielder,10.0,1.2,4.7,Budget,0.0,0.0,16.9,0.0,290.0,0.0,1.0,0.31,92.6,0.2,0.06,0.87,0.27,0.67,4.06,1.26,0.21,4.0,1.24,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,3.0,0.93,54.0,0.0,2.1,1.0,0.0
Diogo Jota,Diogo,Teixeira da Silva,LIV,Forward,80.0,3.6,8.6,Premium,7.0,4.0,87.5,2.0,1125.0,9.0,5.0,0.4,237.9,1.7,0.14,8.08,0.65,6.38,17.76,1.42,0.51,19.0,1.52,304.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,12.0,0.96,337.0,0.4,9.3,2.0,11.0
Kelleher,Caoimhin,Kelleher,LIV,Goalkeeper,2.0,2.0,3.9,Budget,0.0,0.0,0.0,0.2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,1.77,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,371.0,1.0,1.0,0.0,0.1,0.5,0.0,0.0
Konaté,Ibrahima,Konaté,LIV,Defender,49.0,2.7,4.9,Mid,0.0,0.0,46.8,1.3,1551.0,0.0,7.0,0.41,39.6,0.65,0.04,1.86,0.11,1.21,24.34,1.41,0.07,22.0,1.28,285.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,17.0,0.99,144.0,0.6,10.0,5.0,0.0
Jones,Curtis,Jones,LIV,Midfielder,52.0,2.9,4.9,Budget,3.0,1.0,71.6,0.4,1029.0,4.0,4.0,0.35,214.4,1.36,0.12,2.51,0.22,1.15,15.6,1.36,0.1,15.0,1.31,266.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,12.0,1.05,236.0,1.1,10.6,2.0,4.0
Tsimikas,Konstantinos,Tsimikas,LIV,Defender,48.0,2.4,4.3,Budget,0.0,4.0,58.5,0.4,762.0,2.0,4.0,0.47,281.7,1.3,0.15,1.98,0.23,0.68,14.45,1.71,0.08,11.0,1.3,177.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,9.0,1.06,124.0,0.3,11.2,3.0,4.0
Luis Díaz,Luis,Díaz,LIV,Midfielder,62.0,3.6,7.8,High,4.0,2.0,80.1,6.6,991.0,7.0,4.0,0.36,176.7,1.32,0.12,3.8,0.35,2.48,11.99,1.09,0.23,11.0,1.0,236.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,11.0,1.0,388.0,0.4,7.9,2.0,6.0
Elliott,Harvey,Elliott,LIV,Midfielder,62.0,1.9,4.8,Budget,1.0,2.0,99.4,0.5,1600.0,2.0,5.0,0.28,372.3,4.31,0.24,6.43,0.36,2.12,26.07,1.47,0.12,20.0,1.12,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,18.0,1.01,363.0,0.2,12.9,2.0,3.0
Carvalho,Fábio,Freitas Gouveia Carvalho,LIV,Midfielder,27.0,2.1,5.1,Budget,2.0,1.0,29.7,0.3,339.0,0.0,0.0,0.0,36.7,0.25,0.07,1.36,0.36,1.11,5.01,1.33,0.29,3.0,0.8,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,4.0,1.06,173.0,0.0,5.3,0.0,3.0
Darwin,Darwin,Núñez Ribeiro,LIV,Forward,100.0,3.4,8.6,Premium,9.0,5.0,186.0,6.4,1684.0,8.0,7.0,0.37,336.9,2.66,0.14,14.81,0.79,12.15,28.62,1.53,0.65,22.0,1.18,458.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,19.0,1.02,1078.0,0.2,11.6,1.0,14.0
Ramsay,Calvin,Ramsay,LIV,Defender,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrián,Adrián,San Miguel del Castillo,LIV,Goalkeeper,0.0,0.0,3.8,Budget,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Williams,Rhys,Williams,LIV,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davies,Ben,Davies,LIV,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van den Berg,Sepp,van den Berg,LIV,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillips,Nathaniel,Phillips,LIV,Defender,3.0,1.5,3.8,Budget,0.0,0.0,3.4,0.6,65.0,0.0,0.0,0.0,1.4,0.01,0.01,0.05,0.07,0.04,0.48,0.66,0.06,1.0,1.38,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,1.0,1.38,18.0,0.0,0.8,0.0,0.0
Chambers,Luke,Chambers,LIV,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bajcetic,Stefan,Bajcetic,LIV,Midfielder,22.0,2.0,4.3,Budget,1.0,0.0,22.8,0.0,522.0,0.0,3.0,0.52,61.7,0.47,0.08,1.26,0.22,0.79,6.8,1.17,0.14,4.0,0.69,90.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,6.0,1.03,77.0,0.0,5.1,2.0,1.0
Clark,Bobby,Clark,LIV,Midfielder,1.0,1.0,4.5,Budget,0.0,0.0,0.2,0.0,7.0,0.0,0.0,0.0,0.3,0.09,1.16,0.09,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,2.0,0.0,0.2,0.0,0.0
H.Davies,Harvey,Davies,LIV,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Arthur Henrique,Ramos de Oliveira Melo,LIV,Midfielder,0.0,0.0,4.8,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doak,Ben,Doak,LIV,Midfielder,2.0,1.0,4.5,Budget,0.0,0.0,1.2,0.0,23.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.96,3.76,0.0,1.0,3.91,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,0.0,0.0,4.0,0.0,0.4,0.0,0.0
Gakpo,Cody,Gakpo,LIV,Midfielder,90.0,4.3,7.6,High,7.0,3.0,101.3,5.3,1455.0,4.0,6.0,0.37,271.1,1.87,0.12,8.3,0.52,6.43,19.56,1.21,0.4,19.0,1.18,331.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,17.0,1.05,415.0,0.5,11.8,0.0,10.0
Walker,Kyle,Walker,MCI,Defender,69.0,2.6,4.7,Mid,0.0,0.0,43.8,4.5,1953.0,0.0,7.0,0.32,176.2,1.32,0.06,1.71,0.08,0.39,20.07,0.92,0.02,20.0,0.92,223.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,22.0,1.01,39.0,0.7,14.7,3.0,0.0
Gündogan,Ilkay,Gündogan,MCI,Midfielder,132.0,4.3,7.4,High,8.0,6.0,182.7,7.7,2351.0,9.0,10.0,0.38,636.9,4.37,0.17,12.2,0.47,7.83,20.31,0.78,0.3,20.0,0.77,596.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,27.0,1.03,597.0,0.7,17.8,0.0,14.0
De Bruyne,Kevin,De Bruyne,MCI,Midfielder,183.0,5.7,12.1,Premium,7.0,18.0,297.6,25.5,2413.0,26.0,10.0,0.37,1476.7,13.69,0.51,19.03,0.71,5.34,19.88,0.74,0.2,23.0,0.86,897.8,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,28.0,1.04,598.0,0.1,15.1,1.0,25.0
Stones,John,Stones,MCI,Defender,93.0,4.0,5.6,Premium,2.0,2.0,69.6,8.2,1844.0,13.0,7.0,0.34,164.1,0.97,0.05,2.0,0.1,1.03,13.56,0.66,0.05,17.0,0.83,396.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,21.0,1.02,135.0,0.3,16.6,2.0,4.0
Mahrez,Riyad,Mahrez,MCI,Midfielder,126.0,4.2,7.5,High,5.0,12.0,182.5,8.9,1913.0,11.0,6.0,0.28,773.4,5.22,0.25,10.62,0.5,5.4,18.28,0.86,0.25,23.0,1.08,533.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,47.0,22.0,1.04,520.0,0.7,16.8,2.0,17.0
Grealish,Jack,Grealish,MCI,Midfielder,121.0,4.3,7.1,High,5.0,10.0,191.7,7.9,2051.0,9.0,10.0,0.44,721.3,6.74,0.3,11.24,0.5,4.5,14.46,0.63,0.2,16.0,0.7,515.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,23.0,1.01,683.0,0.2,17.0,4.0,15.0
Cancelo,João,Cancelo,MCI,Defender,73.0,4.3,7.1,Premium,2.0,2.0,81.2,17.8,1273.0,10.0,6.0,0.42,266.4,1.53,0.11,2.36,0.17,0.83,13.34,0.94,0.06,16.0,1.13,277.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,16.0,1.13,276.0,0.0,10.3,3.0,4.0
Ederson,Ederson,Santana de Moraes,MCI,Goalkeeper,121.0,3.5,5.4,Premium,0.0,1.0,49.2,15.0,3150.0,8.0,11.0,0.31,13.1,0.22,0.01,0.22,0.01,0.0,28.08,0.8,0.0,32.0,0.91,479.0,0.0,0.0,0.0,0.0,0.0,46.0,1.31,24.0,35.0,1.0,0.0,0.4,22.4,3.0,1.0
Aké,Nathan,Aké,MCI,Defender,92.0,3.5,5.0,Mid,1.0,0.0,69.7,2.4,1871.0,9.0,9.0,0.43,161.6,1.3,0.06,2.85,0.13,1.55,16.48,0.79,0.07,15.0,0.72,383.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,22.0,1.06,150.0,0.7,18.4,2.0,1.0
Laporte,Aymeric,Laporte,MCI,Defender,40.0,3.3,5.6,Premium,0.0,0.0,34.1,0.6,992.0,3.0,4.0,0.36,107.8,0.44,0.04,0.93,0.08,0.49,11.77,1.07,0.04,10.0,0.91,166.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,11.0,1.0,68.0,0.4,7.1,0.0,0.0
Steffen,Zack,Steffen,MCI,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo,Bernardo,Veiga de Carvalho e Silva,MCI,Midfielder,106.0,3.1,6.7,High,4.0,6.0,143.1,5.9,2196.0,9.0,7.0,0.29,515.0,3.83,0.16,5.92,0.25,2.09,23.24,0.95,0.09,24.0,0.98,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,24.0,0.98,424.0,0.1,15.8,5.0,10.0
Dias,Rúben,Gato Alves Dias,MCI,Defender,80.0,3.1,6.0,Premium,0.0,0.0,62.5,7.4,1997.0,1.0,9.0,0.41,83.7,0.34,0.02,1.7,0.08,1.36,17.36,0.78,0.06,16.0,0.72,416.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,22.0,0.99,124.0,0.3,13.3,3.0,0.0
Foden,Phil,Foden,MCI,Midfielder,142.0,4.4,8.0,High,11.0,7.0,205.4,9.7,1832.0,15.0,5.0,0.25,670.8,4.73,0.23,10.48,0.51,5.75,17.62,0.87,0.28,16.0,0.79,671.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,22.0,1.08,712.0,0.5,17.8,1.0,18.0
Rodri,Rodrigo,Hernandez,MCI,Midfielder,108.0,3.0,5.6,Mid,2.0,6.0,176.9,1.9,2911.0,7.0,11.0,0.34,555.9,3.49,0.11,8.02,0.25,4.53,25.24,0.78,0.14,26.0,0.8,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,34.0,1.05,493.0,0.3,19.3,5.0,8.0
Palmer,Cole,Palmer,MCI,Midfielder,19.0,1.4,4.2,Budget,0.0,1.0,23.1,0.1,358.0,0.0,1.0,0.25,72.4,0.49,0.12,0.85,0.21,0.36,7.13,1.79,0.09,4.0,1.01,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,2.0,0.5,97.0,0.3,4.5,1.0,1.0
McAtee,James,McAtee,MCI,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haaland,Erling,Haaland,MCI,Forward,272.0,7.8,12.4,Premium,36.0,9.0,358.1,78.4,2767.0,40.0,13.0,0.42,371.0,3.11,0.1,31.65,1.03,28.54,25.24,0.82,0.93,26.0,0.85,1390.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0,1.07,1825.0,0.4,21.9,5.0,45.0
Álvarez,Julián,Álvarez,MCI,Forward,103.0,3.3,6.1,Mid,9.0,3.0,124.7,7.7,1448.0,14.0,5.0,0.31,271.1,1.63,0.1,8.42,0.52,6.79,17.14,1.07,0.42,16.0,0.99,430.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,51.0,13.0,0.81,545.0,0.7,16.9,0.0,12.0
Mbete,Luke,Mbete-Tabu,MCI,Defender,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilson-Esbrand,Josh,Wilson-Esbrand,MCI,Defender,0.0,0.0,3.8,Budget,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delap,Liam,Delap,MCI,Forward,0.0,0.0,4.4,Budget,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ortega,Stefan,Ortega Moreno,MCI,Goalkeeper,23.0,7.7,3.7,Budget,0.0,0.0,11.7,1.5,270.0,5.0,2.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,4.12,1.37,0.0,1.0,0.33,116.8,0.0,0.0,0.0,0.0,0.0,14.0,4.67,159.0,3.0,1.0,0.0,0.9,6.2,0.0,0.0
Phillips,Kalvin,Phillips,MCI,Midfielder,14.0,1.2,4.8,Budget,0.0,0.0,10.5,0.1,291.0,0.0,1.0,0.31,46.5,0.11,0.03,0.39,0.12,0.28,5.05,1.56,0.09,3.0,0.93,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,2.0,0.62,19.0,0.2,2.9,1.0,0.0
Carson,Scott,Carson,MCI,Goalkeeper,0.0,0.0,3.8,Budget,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis,Rico,Lewis,MCI,Defender,29.0,2.1,3.8,Budget,0.0,0.0,30.7,1.1,900.0,0.0,2.0,0.2,152.4,1.63,0.16,1.84,0.18,0.21,8.9,0.89,0.02,8.0,0.8,114.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,10.0,1.0,40.0,0.4,7.6,1.0,0.0
Sergio Gómez,Sergio,Gómez,MCI,Defender,21.0,1.8,4.4,Budget,0.0,1.0,14.3,0.1,340.0,1.0,1.0,0.26,52.8,1.05,0.28,1.42,0.38,0.37,5.9,1.56,0.1,6.0,1.59,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,2.0,0.53,24.0,0.4,4.8,0.0,1.0
Gomes,Claudio,Gomes,MCI,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knight,Ben,Knight,MCI,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akanji,Manuel,Akanji,MCI,Defender,82.0,2.8,5.1,High,0.0,1.0,71.4,3.6,2284.0,5.0,7.0,0.28,146.5,0.99,0.04,2.13,0.08,1.14,21.7,0.86,0.04,23.0,0.91,385.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,24.0,0.95,180.0,0.3,16.1,2.0,1.0
Perrone,Máximo,Perrone,MCI,Midfielder,1.0,1.0,4.4,Budget,0.0,0.0,0.8,0.0,18.0,0.0,0.0,0.0,2.6,0.01,0.05,0.01,0.05,0.0,0.19,0.95,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,4.0,0.0,0.2,0.0,0.0
Robertson,Alex,Robertson,MCI,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles,Shea,Charles,MCI,Midfielder,1.0,1.0,4.5,Budget,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.0,1.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0
O'Reilly,Nico,O'Reilly,MCI,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Butland,Jack,Butland,MUN,Goalkeeper,0.0,0.0,4.4,Mid,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronaldo,Cristiano Ronaldo,dos Santos Aveiro,MUN,Forward,20.0,2.0,10.2,Premium,1.0,0.0,35.6,1.9,519.0,3.0,3.0,0.52,83.2,0.25,0.04,2.14,0.37,1.89,5.95,1.03,0.33,8.0,1.39,63.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,4.0,0.69,218.0,0.0,2.0,2.0,1.0
De Gea,David,De Gea Quintana,MUN,Goalkeeper,161.0,4.2,5.1,Premium,0.0,0.0,80.7,15.8,3420.0,5.0,17.0,0.45,13.0,0.22,0.01,0.22,0.01,0.0,50.24,1.32,0.0,43.0,1.13,792.2,0.0,0.0,0.0,1.0,0.0,101.0,2.66,22.0,38.0,1.0,0.0,1.0,31.6,0.0,0.0
Jones,Phil,Jones,MUN,Defender,0.0,0.0,3.8,Budget,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varane,Raphaël,Varane,MUN,Defender,77.0,3.2,4.8,Mid,0.0,0.0,58.8,3.1,1912.0,2.0,10.0,0.47,74.0,0.51,0.02,1.26,0.06,0.75,27.27,1.28,0.04,22.0,1.04,387.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,22.0,1.04,124.0,0.4,16.0,1.0,0.0
Maguire,Harry,Maguire,MUN,Defender,39.0,2.4,4.7,Mid,0.0,0.0,25.2,0.4,762.0,2.0,5.0,0.59,20.3,0.04,0.0,0.38,0.04,0.34,10.79,1.27,0.04,7.0,0.83,180.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,8.0,0.94,51.0,0.1,8.3,4.0,0.0
Fred,Frederico,Rodrigues de Paula Santos,MUN,Midfielder,62.0,1.8,5.1,Budget,2.0,3.0,83.0,0.5,1228.0,2.0,4.0,0.29,335.9,1.77,0.13,3.8,0.28,2.03,21.86,1.6,0.15,22.0,1.61,282.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,12.0,0.88,213.0,0.3,12.2,6.0,5.0
Shaw,Luke,Shaw,MUN,Defender,124.0,4.0,5.3,High,1.0,4.0,124.2,19.2,2552.0,20.0,12.0,0.42,547.7,2.9,0.1,3.99,0.14,1.09,37.85,1.33,0.04,35.0,1.23,572.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,30.0,1.06,118.0,0.8,23.4,8.0,5.0
Fernandes,Bruno,Borges Fernandes,MUN,Midfielder,176.0,4.8,9.5,Premium,8.0,9.0,343.1,13.3,3317.0,23.0,18.0,0.49,1532.3,10.7,0.29,20.03,0.54,9.33,49.13,1.33,0.25,39.0,1.06,948.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,37.0,1.0,948.0,0.6,18.5,6.0,17.0
Telles,Alex,Telles,MUN,Defender,0.0,0.0,5.0,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashford,Marcus,Rashford,MUN,Midfielder,205.0,5.9,7.2,High,17.0,7.0,277.6,37.8,2880.0,21.0,13.0,0.41,459.7,2.86,0.09,18.13,0.57,15.27,43.46,1.36,0.48,39.0,1.22,887.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,32.0,1.0,1427.0,0.4,28.5,2.0,24.0
Van de Beek,Donny,van de Beek,MUN,Midfielder,8.0,1.1,5.1,Budget,0.0,0.0,10.5,0.1,162.0,0.0,0.0,0.0,40.2,0.14,0.08,0.24,0.14,0.1,1.58,0.88,0.06,3.0,1.67,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,2.0,1.11,54.0,0.0,1.6,0.0,0.0
Lindelöf,Victor,Lindelöf,MUN,Defender,57.0,2.9,4.1,Budget,0.0,0.0,33.9,1.6,1359.0,3.0,6.0,0.4,53.5,0.39,0.03,0.64,0.05,0.25,19.97,1.32,0.02,16.0,1.06,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,14.0,0.93,19.0,1.0,13.9,1.0,0.0
McTominay,Scott,McTominay,MUN,Midfielder,36.0,1.5,4.9,Budget,1.0,0.0,51.7,0.2,1149.0,2.0,4.0,0.31,122.8,0.99,0.08,2.95,0.23,1.96,22.38,1.75,0.15,20.0,1.57,242.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,10.0,0.78,156.0,0.1,7.3,8.0,1.0
Bailly,Eric,Bailly,MUN,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sancho,Jadon,Sancho,MUN,Midfielder,105.0,4.0,7.1,High,6.0,3.0,131.7,3.3,1683.0,8.0,13.0,0.7,543.9,4.13,0.22,8.15,0.43,4.02,24.95,1.33,0.21,18.0,0.96,390.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,21.0,1.12,382.0,0.5,14.8,0.0,9.0
Wan-Bissaka,Aaron,Wan-Bissaka,MUN,Defender,67.0,3.5,4.3,Budget,0.0,0.0,65.5,1.8,1432.0,3.0,8.0,0.5,221.9,0.91,0.06,2.1,0.13,1.19,19.17,1.2,0.07,10.0,0.63,290.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,16.0,1.01,143.0,0.6,15.6,2.0,0.0
